region_1,region_2,carrier_1,parameter,timestep_2,value
IE,IE,electricity,dem,d222,2.188675582
IT,IT,electricity,dem,d222,12.20570325
LU,LU,electricity,dem,d222,0.67584874
NL,NL,electricity,dem,d222,6.349231207
NO,NO,electricity,dem,d222,7.6658431
PL,PL,electricity,dem,d222,13.93867109
PT,PT,electricity,dem,d222,4.506350773
RO,RO,electricity,dem,d222,4.885778581
SE,SE,electricity,dem,d222,8.630158575
SI,SI,electricity,dem,d222,0.791423849
SK,SK,electricity,dem,d222,1.672930423
UK,UK,electricity,dem,d222,25.06856907
EE,EE,electricity,dem,d222,0.525887366
LT,LT,electricity,dem,d222,0.421697449
LV,LV,electricity,dem,d222,0.500818912
NONEU_Balkan,NONEU_Balkan,electricity,dem,d222,4.511039879
TR,TR,electricity,dem,d222,27.11356111
AT,AT,electricity,dem,d223,3.147793712
BE,BE,electricity,dem,d223,3.989290651
BG,BG,electricity,dem,d223,3.007396963
CH,CH,electricity,dem,d223,5.784373459
CZ,CZ,electricity,dem,d223,3.632918514
DK,DK,electricity,dem,d223,3.339718161
ES,ES,electricity,dem,d223,22.75384287
FI,FI,electricity,dem,d223,1.644465272
FR,FR,electricity,dem,d223,34.65464547
GR,GR,electricity,dem,d223,6.046856147
HR,HR,electricity,dem,d223,1.889896187
HU,HU,electricity,dem,d223,2.759203268
IE,IE,electricity,dem,d223,2.057843195
IT,IT,electricity,dem,d223,11.07143091
LU,LU,electricity,dem,d223,0.611075785
NL,NL,electricity,dem,d223,5.979504146
NO,NO,electricity,dem,d223,7.508353441
PL,PL,electricity,dem,d223,12.44633538
PT,PT,electricity,dem,d223,4.267677179
RO,RO,electricity,dem,d223,4.400999678
SE,SE,electricity,dem,d223,8.703174551
SI,SI,electricity,dem,d223,0.69395961
SK,SK,electricity,dem,d223,1.615699599
UK,UK,electricity,dem,d223,23.78622598
EE,EE,electricity,dem,d223,0.50411917
LT,LT,electricity,dem,d223,0.397981194
LV,LV,electricity,dem,d223,0.469221118
NONEU_Balkan,NONEU_Balkan,electricity,dem,d223,4.44523699
TR,TR,electricity,dem,d223,24.74575765
AT,AT,electricity,dem,d224,4.055015622
BE,BE,electricity,dem,d224,4.798591136
BG,BG,electricity,dem,d224,3.251741461
CH,CH,electricity,dem,d224,7.318552602
CZ,CZ,electricity,dem,d224,4.554869952
DK,DK,electricity,dem,d224,4.040055747
ES,ES,electricity,dem,d224,26.72093677
FI,FI,electricity,dem,d224,1.865517777
FR,FR,electricity,dem,d224,39.77344736
GR,GR,electricity,dem,d224,6.658253253
HR,HR,electricity,dem,d224,2.134975666
HU,HU,electricity,dem,d224,3.196447375
IE,IE,electricity,dem,d224,2.332811094
IT,IT,electricity,dem,d224,12.33408257
LU,LU,electricity,dem,d224,0.629447587
NL,NL,electricity,dem,d224,7.261524623
NO,NO,electricity,dem,d224,8.302862258
PL,PL,electricity,dem,d224,14.84824795
PT,PT,electricity,dem,d224,4.745353875
RO,RO,electricity,dem,d224,5.093820262
SE,SE,electricity,dem,d224,10.20079504
SI,SI,electricity,dem,d224,0.789518763
SK,SK,electricity,dem,d224,1.819935087
UK,UK,electricity,dem,d224,27.82126152
EE,EE,electricity,dem,d224,0.592481921
LT,LT,electricity,dem,d224,0.451614895
LV,LV,electricity,dem,d224,0.541479639
NONEU_Balkan,NONEU_Balkan,electricity,dem,d224,4.649493981
TR,TR,electricity,dem,d224,27.24779909
AT,AT,electricity,dem,d225,4.132072384
BE,BE,electricity,dem,d225,4.834405926
BG,BG,electricity,dem,d225,3.352738144
CH,CH,electricity,dem,d225,7.658592753
CZ,CZ,electricity,dem,d225,4.638185523
DK,DK,electricity,dem,d225,4.13142451
ES,ES,electricity,dem,d225,27.23929949
FI,FI,electricity,dem,d225,1.878286318
FR,FR,electricity,dem,d225,40.38534532
GR,GR,electricity,dem,d225,6.802205791
HR,HR,electricity,dem,d225,2.143005335
HU,HU,electricity,dem,d225,3.265708016
IE,IE,electricity,dem,d225,2.442277856
IT,IT,electricity,dem,d225,12.61777679
LU,LU,electricity,dem,d225,0.640273025
NL,NL,electricity,dem,d225,7.354355583
NO,NO,electricity,dem,d225,8.480886004
PL,PL,electricity,dem,d225,15.15129521
PT,PT,electricity,dem,d225,4.814770218
RO,RO,electricity,dem,d225,5.236616515
SE,SE,electricity,dem,d225,10.20688499
SI,SI,electricity,dem,d225,0.869075186
SK,SK,electricity,dem,d225,1.872830242
UK,UK,electricity,dem,d225,28.7465225
EE,EE,electricity,dem,d225,0.602285672
LT,LT,electricity,dem,d225,0.458112951
LV,LV,electricity,dem,d225,0.556972356
NONEU_Balkan,NONEU_Balkan,electricity,dem,d225,4.716219557
TR,TR,electricity,dem,d225,27.83690102
AT,AT,electricity,dem,d226,4.071453187
BE,BE,electricity,dem,d226,4.844820001
BG,BG,electricity,dem,d226,3.39254103
CH,CH,electricity,dem,d226,7.566252202
CZ,CZ,electricity,dem,d226,4.509801337
DK,DK,electricity,dem,d226,4.160161838
ES,ES,electricity,dem,d226,27.07908764
FI,FI,electricity,dem,d226,1.921725023
FR,FR,electricity,dem,d226,40.33096688
GR,GR,electricity,dem,d226,6.718949307
HR,HR,electricity,dem,d226,2.072178413
HU,HU,electricity,dem,d226,3.16125135
IE,IE,electricity,dem,d226,2.512458254
IT,IT,electricity,dem,d226,11.92684278
LU,LU,electricity,dem,d226,0.573119372
NL,NL,electricity,dem,d226,7.366186268
NO,NO,electricity,dem,d226,8.429026645
PL,PL,electricity,dem,d226,14.97532846
PT,PT,electricity,dem,d226,4.911682168
RO,RO,electricity,dem,d226,5.248001881
SE,SE,electricity,dem,d226,10.36179812
SI,SI,electricity,dem,d226,0.861734252
SK,SK,electricity,dem,d226,1.852121049
UK,UK,electricity,dem,d226,29.30225922
EE,EE,electricity,dem,d226,0.611057448
LT,LT,electricity,dem,d226,0.449965642
LV,LV,electricity,dem,d226,0.54533751
NONEU_Balkan,NONEU_Balkan,electricity,dem,d226,4.71382013
TR,TR,electricity,dem,d226,27.49618764
AT,AT,electricity,dem,d227,3.26905481
BE,BE,electricity,dem,d227,4.191139919
BG,BG,electricity,dem,d227,3.346098348
CH,CH,electricity,dem,d227,7.150138746
CZ,CZ,electricity,dem,d227,4.489593244
DK,DK,electricity,dem,d227,4.120876551
ES,ES,electricity,dem,d227,23.97805614
FI,FI,electricity,dem,d227,1.893291416
FR,FR,electricity,dem,d227,36.61142573
GR,GR,electricity,dem,d227,5.739316889
HR,HR,electricity,dem,d227,1.795722128
HU,HU,electricity,dem,d227,3.163819956
IE,IE,electricity,dem,d227,2.519274731
IT,IT,electricity,dem,d227,10.24806504
LU,LU,electricity,dem,d227,0.468907683
NL,NL,electricity,dem,d227,7.521896473
NO,NO,electricity,dem,d227,8.485572462
PL,PL,electricity,dem,d227,12.17287299
PT,PT,electricity,dem,d227,4.394720801
RO,RO,electricity,dem,d227,4.547591053
SE,SE,electricity,dem,d227,10.36236905
SI,SI,electricity,dem,d227,0.70955592
SK,SK,electricity,dem,d227,1.834217289
UK,UK,electricity,dem,d227,29.35511928
EE,EE,electricity,dem,d227,0.61450811
LT,LT,electricity,dem,d227,0.400636491
LV,LV,electricity,dem,d227,0.550175156
NONEU_Balkan,NONEU_Balkan,electricity,dem,d227,4.594163491
TR,TR,electricity,dem,d227,23.48720415
AT,AT,electricity,dem,d228,3.725832948
BE,BE,electricity,dem,d228,4.472626228
BG,BG,electricity,dem,d228,3.277654611
CH,CH,electricity,dem,d228,7.5666623
CZ,CZ,electricity,dem,d228,4.392006421
DK,DK,electricity,dem,d228,4.097530402
ES,ES,electricity,dem,d228,26.04513336
FI,FI,electricity,dem,d228,1.873987362
FR,FR,electricity,dem,d228,39.53902571
GR,GR,electricity,dem,d228,6.31262557
HR,HR,electricity,dem,d228,1.989263348
HU,HU,electricity,dem,d228,3.138776042
IE,IE,electricity,dem,d228,2.433738935
IT,IT,electricity,dem,d228,11.50428797
LU,LU,electricity,dem,d228,0.58165395
NL,NL,electricity,dem,d228,7.532033604
NO,NO,electricity,dem,d228,8.323026361
PL,PL,electricity,dem,d228,13.87289615
PT,PT,electricity,dem,d228,4.564380785
RO,RO,electricity,dem,d228,4.733858702
SE,SE,electricity,dem,d228,10.21655913
SI,SI,electricity,dem,d228,0.782355636
SK,SK,electricity,dem,d228,1.826362078
UK,UK,electricity,dem,d228,28.8902179
EE,EE,electricity,dem,d228,0.603769134
LT,LT,electricity,dem,d228,0.427387371
LV,LV,electricity,dem,d228,0.547082737
NONEU_Balkan,NONEU_Balkan,electricity,dem,d228,4.582120579
TR,TR,electricity,dem,d228,25.83337502
AT,AT,electricity,dem,d229,3.426210646
BE,BE,electricity,dem,d229,4.310376697
BG,BG,electricity,dem,d229,3.043431316
CH,CH,electricity,dem,d229,6.792122603
CZ,CZ,electricity,dem,d229,3.82523791
DK,DK,electricity,dem,d229,3.402162077
ES,ES,electricity,dem,d229,24.43584951
FI,FI,electricity,dem,d229,1.768511696
FR,FR,electricity,dem,d229,37.6031695
GR,GR,electricity,dem,d229,6.10273805
HR,HR,electricity,dem,d229,1.959501203
HU,HU,electricity,dem,d229,2.867023586
IE,IE,electricity,dem,d229,2.243097457
IT,IT,electricity,dem,d229,11.47041913
LU,LU,electricity,dem,d229,0.578554551
NL,NL,electricity,dem,d229,6.589836861
NO,NO,electricity,dem,d229,7.542792742
PL,PL,electricity,dem,d229,13.37703299
PT,PT,electricity,dem,d229,4.276024714
RO,RO,electricity,dem,d229,4.520756857
SE,SE,electricity,dem,d229,8.984581044
SI,SI,electricity,dem,d229,0.750959806
SK,SK,electricity,dem,d229,1.68517231
UK,UK,electricity,dem,d229,25.0415093
EE,EE,electricity,dem,d229,0.537819562
LT,LT,electricity,dem,d229,0.404429772
LV,LV,electricity,dem,d229,0.483856531
NONEU_Balkan,NONEU_Balkan,electricity,dem,d229,4.534617756
TR,TR,electricity,dem,d229,24.97444509
AT,AT,electricity,dem,d230,3.196039327
BE,BE,electricity,dem,d230,4.184445157
BG,BG,electricity,dem,d230,2.997168088
CH,CH,electricity,dem,d230,6.67558623
CZ,CZ,electricity,dem,d230,3.81316443
DK,DK,electricity,dem,d230,3.462121363
ES,ES,electricity,dem,d230,23.12830392
FI,FI,electricity,dem,d230,1.690919663
FR,FR,electricity,dem,d230,35.71655108
GR,GR,electricity,dem,d230,5.816343296
HR,HR,electricity,dem,d230,1.863756122
HU,HU,electricity,dem,d230,2.724557658
IE,IE,electricity,dem,d230,2.092768479
IT,IT,electricity,dem,d230,11.02603918
LU,LU,electricity,dem,d230,0.547919907
NL,NL,electricity,dem,d230,6.21323881
NO,NO,electricity,dem,d230,7.551857338
PL,PL,electricity,dem,d230,12.38443653
PT,PT,electricity,dem,d230,4.11976472
RO,RO,electricity,dem,d230,4.203269994
SE,SE,electricity,dem,d230,8.941792793
SI,SI,electricity,dem,d230,0.720630825
SK,SK,electricity,dem,d230,1.647400987
UK,UK,electricity,dem,d230,24.09079153
EE,EE,electricity,dem,d230,0.525984113
LT,LT,electricity,dem,d230,0.398212089
LV,LV,electricity,dem,d230,0.474334327
NONEU_Balkan,NONEU_Balkan,electricity,dem,d230,4.502879261
TR,TR,electricity,dem,d230,23.80242198
AT,AT,electricity,dem,d231,4.220004275
BE,BE,electricity,dem,d231,4.872889869
BG,BG,electricity,dem,d231,3.295958914
CH,CH,electricity,dem,d231,8.271963671
CZ,CZ,electricity,dem,d231,4.578702943
DK,DK,electricity,dem,d231,4.089045156
ES,ES,electricity,dem,d231,27.49832249
FI,FI,electricity,dem,d231,1.868258476
FR,FR,electricity,dem,d231,41.16335052
GR,GR,electricity,dem,d231,6.69072517
HR,HR,electricity,dem,d231,2.169407238
HU,HU,electricity,dem,d231,2.765655363
IE,IE,electricity,dem,d231,2.404897174
IT,IT,electricity,dem,d231,12.74786501
LU,LU,electricity,dem,d231,0.631873204
NL,NL,electricity,dem,d231,7.477041482
NO,NO,electricity,dem,d231,8.231023788
PL,PL,electricity,dem,d231,15.23269319
PT,PT,electricity,dem,d231,4.75425059
RO,RO,electricity,dem,d231,5.035206713
SE,SE,electricity,dem,d231,10.39909907
SI,SI,electricity,dem,d231,0.858990927
SK,SK,electricity,dem,d231,1.880430414
UK,UK,electricity,dem,d231,28.51996848
EE,EE,electricity,dem,d231,0.590353475
LT,LT,electricity,dem,d231,0.46038892
LV,LV,electricity,dem,d231,0.568637821
NONEU_Balkan,NONEU_Balkan,electricity,dem,d231,4.62711135
TR,TR,electricity,dem,d231,27.38068503
AT,AT,electricity,dem,d232,4.180999114
BE,BE,electricity,dem,d232,5.010395034
BG,BG,electricity,dem,d232,3.375385232
CH,CH,electricity,dem,d232,8.173129891
CZ,CZ,electricity,dem,d232,4.58846448
DK,DK,electricity,dem,d232,4.123173662
ES,ES,electricity,dem,d232,28.36842285
FI,FI,electricity,dem,d232,1.836497532
FR,FR,electricity,dem,d232,41.90376471
GR,GR,electricity,dem,d232,6.795503739
HR,HR,electricity,dem,d232,2.097096573
HU,HU,electricity,dem,d232,2.553714744
IE,IE,electricity,dem,d232,2.493144902
IT,IT,electricity,dem,d232,12.76251276
LU,LU,electricity,dem,d232,0.656398885
NL,NL,electricity,dem,d232,7.587824116
NO,NO,electricity,dem,d232,8.489210634
PL,PL,electricity,dem,d232,15.71882656
PT,PT,electricity,dem,d232,4.926143906
RO,RO,electricity,dem,d232,5.16753763
SE,SE,electricity,dem,d232,10.47893452
SI,SI,electricity,dem,d232,0.924576715
SK,SK,electricity,dem,d232,1.91945143
UK,UK,electricity,dem,d232,29.431337
EE,EE,electricity,dem,d232,0.532175956
LT,LT,electricity,dem,d232,0.47259339
LV,LV,electricity,dem,d232,0.585875765
NONEU_Balkan,NONEU_Balkan,electricity,dem,d232,4.653070335
TR,TR,electricity,dem,d232,27.80947398
AT,AT,electricity,dem,d233,4.191056906
BE,BE,electricity,dem,d233,5.082418424
BG,BG,electricity,dem,d233,3.409517373
CH,CH,electricity,dem,d233,8.171831245
CZ,CZ,electricity,dem,d233,4.579502133
DK,DK,electricity,dem,d233,4.199494004
ES,ES,electricity,dem,d233,28.5844535
FI,FI,electricity,dem,d233,1.848083631
FR,FR,electricity,dem,d233,42.28015665
GR,GR,electricity,dem,d233,6.566548407
HR,HR,electricity,dem,d233,2.105824474
HU,HU,electricity,dem,d233,3.057345099
IE,IE,electricity,dem,d233,2.492008822
IT,IT,electricity,dem,d233,12.7755167
LU,LU,electricity,dem,d233,0.598588349
NL,NL,electricity,dem,d233,7.658348549
NO,NO,electricity,dem,d233,8.572888578
PL,PL,electricity,dem,d233,15.71431763
PT,PT,electricity,dem,d233,4.835419383
RO,RO,electricity,dem,d233,5.181989761
SE,SE,electricity,dem,d233,10.68047384
SI,SI,electricity,dem,d233,0.900064598
SK,SK,electricity,dem,d233,1.910474046
UK,UK,electricity,dem,d233,29.50312745
EE,EE,electricity,dem,d233,0.599157501
LT,LT,electricity,dem,d233,0.466771528
LV,LV,electricity,dem,d233,0.569648216
NONEU_Balkan,NONEU_Balkan,electricity,dem,d233,4.588822393
TR,TR,electricity,dem,d233,26.87251219
AT,AT,electricity,dem,d234,4.224068259
BE,BE,electricity,dem,d234,5.189884672
BG,BG,electricity,dem,d234,3.399719188
CH,CH,electricity,dem,d234,8.310786346
CZ,CZ,electricity,dem,d234,4.55860902
DK,DK,electricity,dem,d234,4.207604213
ES,ES,electricity,dem,d234,28.38382251
FI,FI,electricity,dem,d234,1.866736884
FR,FR,electricity,dem,d234,42.78064709
GR,GR,electricity,dem,d234,6.452424723
HR,HR,electricity,dem,d234,2.12306208
HU,HU,electricity,dem,d234,3.199352347
IE,IE,electricity,dem,d234,2.5133378
IT,IT,electricity,dem,d234,13.09312858
LU,LU,electricity,dem,d234,0.634658171
NL,NL,electricity,dem,d234,7.762889226
NO,NO,electricity,dem,d234,8.620647286
PL,PL,electricity,dem,d234,15.54119862
PT,PT,electricity,dem,d234,4.796793728
RO,RO,electricity,dem,d234,5.121382814
SE,SE,electricity,dem,d234,10.61592671
SI,SI,electricity,dem,d234,0.908091364
SK,SK,electricity,dem,d234,1.875635675
UK,UK,electricity,dem,d234,30.149585
EE,EE,electricity,dem,d234,0.601447193
LT,LT,electricity,dem,d234,0.46522123
LV,LV,electricity,dem,d234,0.572465073
NONEU_Balkan,NONEU_Balkan,electricity,dem,d234,4.607512791
TR,TR,electricity,dem,d234,26.4054799
AT,AT,electricity,dem,d235,4.168330383
BE,BE,electricity,dem,d235,5.119480277
BG,BG,electricity,dem,d235,3.371975607
CH,CH,electricity,dem,d235,8.234644692
CZ,CZ,electricity,dem,d235,4.566001529
DK,DK,electricity,dem,d235,3.99303529
ES,ES,electricity,dem,d235,27.95690762
FI,FI,electricity,dem,d235,1.888699141
FR,FR,electricity,dem,d235,42.98579114
GR,GR,electricity,dem,d235,6.441805274
HR,HR,electricity,dem,d235,2.113810504
HU,HU,electricity,dem,d235,3.223631794
IE,IE,electricity,dem,d235,2.474564504
IT,IT,electricity,dem,d235,13.29971057
LU,LU,electricity,dem,d235,0.674546094
NL,NL,electricity,dem,d235,7.677969583
NO,NO,electricity,dem,d235,8.51162547
PL,PL,electricity,dem,d235,15.53542403
PT,PT,electricity,dem,d235,4.777535819
RO,RO,electricity,dem,d235,5.085808338
SE,SE,electricity,dem,d235,10.3646845
SI,SI,electricity,dem,d235,0.894425541
SK,SK,electricity,dem,d235,1.883159335
UK,UK,electricity,dem,d235,29.52816442
EE,EE,electricity,dem,d235,0.593868636
LT,LT,electricity,dem,d235,0.458112951
LV,LV,electricity,dem,d235,0.562299891
NONEU_Balkan,NONEU_Balkan,electricity,dem,d235,4.625196172
TR,TR,electricity,dem,d235,26.36202157
AT,AT,electricity,dem,d236,3.576895894
BE,BE,electricity,dem,d236,4.530428717
BG,BG,electricity,dem,d236,3.147012136
CH,CH,electricity,dem,d236,7.522850092
CZ,CZ,electricity,dem,d236,3.866881424
DK,DK,electricity,dem,d236,3.394380028
ES,ES,electricity,dem,d236,24.89126762
FI,FI,electricity,dem,d236,1.728766976
FR,FR,electricity,dem,d236,38.69330852
GR,GR,electricity,dem,d236,6.151398727
HR,HR,electricity,dem,d236,1.944140096
HU,HU,electricity,dem,d236,3.060372385
IE,IE,electricity,dem,d236,2.247018764
IT,IT,electricity,dem,d236,12.46379647
LU,LU,electricity,dem,d236,0.595668625
NL,NL,electricity,dem,d236,6.682643627
NO,NO,electricity,dem,d236,7.921871709
PL,PL,electricity,dem,d236,14.03094586
PT,PT,electricity,dem,d236,4.363454157
RO,RO,electricity,dem,d236,4.700967645
SE,SE,electricity,dem,d236,9.093502357
SI,SI,electricity,dem,d236,0.805343684
SK,SK,electricity,dem,d236,1.721821461
UK,UK,electricity,dem,d236,26.22530751
EE,EE,electricity,dem,d236,0.527499825
LT,LT,electricity,dem,d236,0.406458353
LV,LV,electricity,dem,d236,0.491357945
NONEU_Balkan,NONEU_Balkan,electricity,dem,d236,4.439486554
TR,TR,electricity,dem,d236,25.17358086
AT,AT,electricity,dem,d237,3.285560486
BE,BE,electricity,dem,d237,4.167686373
BG,BG,electricity,dem,d237,3.091632647
CH,CH,electricity,dem,d237,7.117467552
CZ,CZ,electricity,dem,d237,3.848300253
DK,DK,electricity,dem,d237,3.344359263
ES,ES,electricity,dem,d237,22.61085172
FI,FI,electricity,dem,d237,1.684347485
FR,FR,electricity,dem,d237,36.02133537
GR,GR,electricity,dem,d237,5.750030733
HR,HR,electricity,dem,d237,1.802529891
HU,HU,electricity,dem,d237,2.783085193
IE,IE,electricity,dem,d237,2.149462513
IT,IT,electricity,dem,d237,11.22694111
LU,LU,electricity,dem,d237,0.554702651
NL,NL,electricity,dem,d237,6.270263197
NO,NO,electricity,dem,d237,7.7557491
PL,PL,electricity,dem,d237,12.49245298
PT,PT,electricity,dem,d237,4.105705714
RO,RO,electricity,dem,d237,4.328087336
SE,SE,electricity,dem,d237,9.094105009
SI,SI,electricity,dem,d237,0.763939798
SK,SK,electricity,dem,d237,1.67550632
UK,UK,electricity,dem,d237,24.62343774
EE,EE,electricity,dem,d237,0.508247065
LT,LT,electricity,dem,d237,0.386304484
LV,LV,electricity,dem,d237,0.47629388
NONEU_Balkan,NONEU_Balkan,electricity,dem,d237,4.369216565
TR,TR,electricity,dem,d237,23.53104879
AT,AT,electricity,dem,d238,4.206404688
BE,BE,electricity,dem,d238,5.06837255
BG,BG,electricity,dem,d238,3.384537383
CH,CH,electricity,dem,d238,8.140937145
CZ,CZ,electricity,dem,d238,4.63735779
DK,DK,electricity,dem,d238,4.112766343
ES,ES,electricity,dem,d238,26.73728654
FI,FI,electricity,dem,d238,1.914071231
FR,FR,electricity,dem,d238,42.93595094
GR,GR,electricity,dem,d238,6.664719318
HR,HR,electricity,dem,d238,2.039099666
HU,HU,electricity,dem,d238,3.149753778
IE,IE,electricity,dem,d238,2.464779561
IT,IT,electricity,dem,d238,13.61561354
LU,LU,electricity,dem,d238,0.684113805
NL,NL,electricity,dem,d238,7.659098551
NO,NO,electricity,dem,d238,8.67525069
PL,PL,electricity,dem,d238,15.11838797
PT,PT,electricity,dem,d238,4.698014566
RO,RO,electricity,dem,d238,5.052457267
SE,SE,electricity,dem,d238,10.59258189
SI,SI,electricity,dem,d238,0.876289115
SK,SK,electricity,dem,d238,1.905398763
UK,UK,electricity,dem,d238,25.63224434
EE,EE,electricity,dem,d238,0.593288151
LT,LT,electricity,dem,d238,0.453495043
LV,LV,electricity,dem,d238,0.557094828
NONEU_Balkan,NONEU_Balkan,electricity,dem,d238,4.467218783
TR,TR,electricity,dem,d238,27.27426039
AT,AT,electricity,dem,d239,4.285028014
BE,BE,electricity,dem,d239,5.187499936
BG,BG,electricity,dem,d239,3.408979012
CH,CH,electricity,dem,d239,8.371822699
CZ,CZ,electricity,dem,d239,4.780184483
DK,DK,electricity,dem,d239,4.183273588
ES,ES,electricity,dem,d239,27.22896707
FI,FI,electricity,dem,d239,1.898314503
FR,FR,electricity,dem,d239,44.74883317
GR,GR,electricity,dem,d239,6.998406021
HR,HR,electricity,dem,d239,2.056686388
HU,HU,electricity,dem,d239,3.190576274
IE,IE,electricity,dem,d239,2.528106834
IT,IT,electricity,dem,d239,14.46451531
LU,LU,electricity,dem,d239,0.713445802
NL,NL,electricity,dem,d239,7.677267968
NO,NO,electricity,dem,d239,8.676699792
PL,PL,electricity,dem,d239,15.67955144
PT,PT,electricity,dem,d239,4.825607368
RO,RO,electricity,dem,d239,5.116399321
SE,SE,electricity,dem,d239,10.61995495
SI,SI,electricity,dem,d239,0.908980404
SK,SK,electricity,dem,d239,1.923634075
UK,UK,electricity,dem,d239,29.20485931
EE,EE,electricity,dem,d239,0.60115695
LT,LT,electricity,dem,d239,0.463835858
LV,LV,electricity,dem,d239,0.565943435
NONEU_Balkan,NONEU_Balkan,electricity,dem,d239,4.460094108
TR,TR,electricity,dem,d239,28.63981797
AT,AT,electricity,dem,d240,4.328959904
BE,BE,electricity,dem,d240,5.153260384
BG,BG,electricity,dem,d240,3.381307212
CH,CH,electricity,dem,d240,8.131914974
CZ,CZ,electricity,dem,d240,4.681027822
DK,DK,electricity,dem,d240,4.157583448
ES,ES,electricity,dem,d240,27.14614938
FI,FI,electricity,dem,d240,1.879927071
FR,FR,electricity,dem,d240,45.01747227
